Border,Date,Measure,Value,Average
US-Canada Border,02/01/2013 12:00:00 AM,Train Passengers,10598,12627
US-Canada Border,02/01/2013 12:00:00 AM,Buses,5814,8235
US-Canada Border,02/01/2013 12:00:00 AM,Trains,2113,2483
US-Mexico Border,02/01/2013 12:00:00 AM,Trains,700,677
US-Mexico Border,02/01/2013 12:00:00 AM,Train Passengers,324,993
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,8662060,14038710
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicles,4886864,6400246
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,3863511,4297132
US-Mexico Border,02/01/2012 12:00:00 AM,Pedestrians,3342384,3677681
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicles,2181072,2112405
US-Canada Border,02/01/2012 12:00:00 AM,Trucks,451118,493479
US-Mexico Border,02/01/2012 12:00:00 AM,Trucks,417237,373328
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Full,336818,362850
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Full,288069,230474
US-Mexico Border,02/01/2012 12:00:00 AM,Bus Passengers,197001,231250
US-Canada Border,02/01/2012 12:00:00 AM,Bus Passengers,133961,186070
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Empty,128405,136796
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Full,113373,101517
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Empty,99764,80282
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Empty,56656,37913
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Empty,36125,28432
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Full,32788,22546
US-Canada Border,02/01/2012 12:00:00 AM,Pedestrians,19367,19370
US-Mexico Border,02/01/2012 12:00:00 AM,Buses,16014,18847
US-Canada Border,02/01/2012 12:00:00 AM,Train Passengers,12049,12642
US-Canada Border,02/01/2012 12:00:00 AM,Buses,6737,8273
US-Canada Border,02/01/2012 12:00:00 AM,Trains,2180,2490
US-Mexico Border,02/01/2012 12:00:00 AM,Trains,718,676
US-Mexico Border,02/01/2012 12:00:00 AM,Train Passengers,278,1011
US-Mexico Border,02/01/2011 12:00:00 AM,Personal Vehicle Passengers,8171180,14189159
US-Mexico Border,02/01/2011 12:00:00 AM,Personal Vehicles,4619191,6445914
US-Canada Border,02/01/2011 12:00:00 AM,Personal Vehicle Passengers,3374657,4320786
US-Mexico Border,02/01/2011 12:00:00 AM,Pedestrians,3094367,3692638
US-Canada Border,02/01/2011 12:00:00 AM,Personal Vehicles,1910489,2117582
US-Canada Border,02/01/2011 12:00:00 AM,Trucks,419227,495382
US-Mexico Border,02/01/2011 12:00:00 AM,Trucks,375579,373270
US-Canada Border,02/01/2011 12:00:00 AM,Truck Containers Full,311553,364165
US-Mexico Border,02/01/2011 12:00:00 AM,Truck Containers Full,258810,229748
US-Mexico Border,02/01/2011 12:00:00 AM,Bus Passengers,177045,232639
US-Canada Border,02/01/2011 12:00:00 AM,Bus Passengers,128865,187537
US-Mexico Border,02/01/2011 12:00:00 AM,Truck Containers Empty,115713,137336
US-Canada Border,02/01/2011 12:00:00 AM,Rail Containers Full,97349,101624
US-Canada Border,02/01/2011 12:00:00 AM,Truck Containers Empty,90170,80028
US-Canada Border,02/01/2011 12:00:00 AM,Rail Containers Empty,44420,37746
US-Mexico Border,02/01/2011 12:00:00 AM,Rail Containers Empty,27250,28462
US-Mexico Border,02/01/2011 12:00:00 AM,Rail Containers Full,26899,22434
US-Mexico Border,02/01/2011 12:00:00 AM,Buses,15825,18924
US-Canada Border,02/01/2011 12:00:00 AM,Pedestrians,12843,19537
US-Canada Border,02/01/2011 12:00:00 AM,Train Passengers,10974,12684
US-Canada Border,02/01/2011 12:00:00 AM,Buses,6614,8315
US-Canada Border,02/01/2011 12:00:00 AM,Trains,1919,2505
US-Mexico Border,02/01/2011 12:00:00 AM,Trains,580,679
US-Mexico Border,02/01/2011 12:00:00 AM,Train Passengers,276,1030
US-Mexico Border,02/01/2010 12:00:00 AM,Personal Vehicle Passengers,9822417,14304073
US-Mexico Border,02/01/2010 12:00:00 AM,Personal Vehicles,5048597,6482686
US-Canada Border,02/01/2010 12:00:00 AM,Personal Vehicle Passengers,3343790,4346496
US-Mexico Border,02/01/2010 12:00:00 AM,Pedestrians,3083023,3708681
US-Canada Border,02/01/2010 12:00:00 AM,Personal Vehicles,1770823,2126708
US-Canada Border,02/01/2010 12:00:00 AM,Trucks,417651,497428
US-Mexico Border,02/01/2010 12:00:00 AM,Trucks,365684,373470
US-Canada Border,02/01/2010 12:00:00 AM,Truck Containers Full,322016,365275
US-Mexico Border,02/01/2010 12:00:00 AM,Truck Containers Full,247019,229293
US-Mexico Border,02/01/2010 12:00:00 AM,Bus Passengers,159805,234556
US-Canada Border,02/01/2010 12:00:00 AM,Bus Passengers,138275,188833
US-Mexico Border,02/01/2010 12:00:00 AM,Truck Containers Empty,121358,137757
US-Canada Border,02/01/2010 12:00:00 AM,Rail Containers Full,100101,101664
US-Canada Border,02/01/2010 12:00:00 AM,Truck Containers Empty,88352,79809
US-Canada Border,02/01/2010 12:00:00 AM,Rail Containers Empty,45674,37537
US-Mexico Border,02/01/2010 12:00:00 AM,Rail Containers Empty,28261,28467
US-Mexico Border,02/01/2010 12:00:00 AM,Rail Containers Full,24508,22380
US-Mexico Border,02/01/2010 12:00:00 AM,Buses,16067,18999
US-Canada Border,02/01/2010 12:00:00 AM,Pedestrians,14006,19683
US-Canada Border,02/01/2010 12:00:00 AM,Train Passengers,13665,12659
US-Canada Border,02/01/2010 12:00:00 AM,Buses,6979,8351
US-Canada Border,02/01/2010 12:00:00 AM,Trains,2003,2518
US-Mexico Border,02/01/2010 12:00:00 AM,Trains,591,681
US-Mexico Border,02/01/2010 12:00:00 AM,Train Passengers,272,1050
US-Mexico Border,02/01/2009 12:00:00 AM,Personal Vehicle Passengers,10571539,14404953
US-Mexico Border,02/01/2009 12:00:00 AM,Personal Vehicles,5435201,6510996
US-Mexico Border,02/01/2009 12:00:00 AM,Pedestrians,3270412,3720526
US-Canada Border,02/01/2009 12:00:00 AM,Personal Vehicle Passengers,3212259,4377151
US-Canada Border,02/01/2009 12:00:00 AM,Personal Vehicles,1676466,2138876
US-Canada Border,02/01/2009 12:00:00 AM,Trucks,384478,500481
US-Mexico Border,02/01/2009 12:00:00 AM,Trucks,328561,374683
US-Canada Border,02/01/2009 12:00:00 AM,Truck Containers Full,296835,367124
US-Mexico Border,02/01/2009 12:00:00 AM,Truck Containers Full,209249,229835
US-Mexico Border,02/01/2009 12:00:00 AM,Bus Passengers,168181,236350
US-Canada Border,02/01/2009 12:00:00 AM,Bus Passengers,149370,189900
US-Mexico Border,02/01/2009 12:00:00 AM,Truck Containers Empty,121745,138189
US-Canada Border,02/01/2009 12:00:00 AM,Truck Containers Empty,80508,79790
US-Canada Border,02/01/2009 12:00:00 AM,Rail Containers Full,77920,102306
US-Canada Border,02/01/2009 12:00:00 AM,Rail Containers Empty,44115,37360
US-Mexico Border,02/01/2009 12:00:00 AM,Rail Containers Empty,25526,28547
US-Mexico Border,02/01/2009 12:00:00 AM,Buses,18185,19021
US-Mexico Border,02/01/2009 12:00:00 AM,Rail Containers Full,16863,22529
US-Canada Border,02/01/2009 12:00:00 AM,Pedestrians,14992,19810
US-Canada Border,02/01/2009 12:00:00 AM,Train Passengers,8667,12766
US-Canada Border,02/01/2009 12:00:00 AM,Buses,7018,8387
US-Canada Border,02/01/2009 12:00:00 AM,Trains,1931,2534
US-Mexico Border,02/01/2009 12:00:00 AM,Trains,615,683
US-Mexico Border,02/01/2009 12:00:00 AM,Train Passengers,524,1064
US-Mexico Border,02/01/2008 12:00:00 AM,Personal Vehicle Passengers,12146198,14467696
US-Mexico Border,02/01/2008 12:00:00 AM,Personal Vehicles,6304928,6516720
US-Mexico Border,02/01/2008 12:00:00 AM,Pedestrians,3884769,3715963
US-Canada Border,02/01/2008 12:00:00 AM,Personal Vehicle Passengers,3604838,4398604
US-Canada Border,02/01/2008 12:00:00 AM,Personal Vehicles,1920308,2144948
US-Canada Border,02/01/2008 12:00:00 AM,Trucks,494703,500641
US-Mexico Border,02/01/2008 12:00:00 AM,Trucks,410154,373698
US-Canada Border,02/01/2008 12:00:00 AM,Truck Containers Full,399168,366234
US-Mexico Border,02/01/2008 12:00:00 AM,Bus Passengers,269605,235426
US-Mexico Border,02/01/2008 12:00:00 AM,Truck Containers Full,258961,229026
US-Canada Border,02/01/2008 12:00:00 AM,Bus Passengers,236574,188604
US-Mexico Border,02/01/2008 12:00:00 AM,Truck Containers Empty,148814,137894
US-Canada Border,02/01/2008 12:00:00 AM,Rail Containers Full,109312,102111
US-Canada Border,02/01/2008 12:00:00 AM,Truck Containers Empty,93242,79417
US-Canada Border,02/01/2008 12:00:00 AM,Rail Containers Empty,43865,37179
US-Mexico Border,02/01/2008 12:00:00 AM,Rail Containers Empty,37961,28285
US-Mexico Border,02/01/2008 12:00:00 AM,Rail Containers Full,26962,22406
US-Mexico Border,02/01/2008 12:00:00 AM,Buses,20564,18978
US-Canada Border,02/01/2008 12:00:00 AM,Pedestrians,18038,19859
US-Canada Border,02/01/2008 12:00:00 AM,Train Passengers,10630,12826
US-Canada Border,02/01/2008 12:00:00 AM,Buses,8013,8397
US-Canada Border,02/01/2008 12:00:00 AM,Trains,2285,2541
US-Mexico Border,02/01/2008 12:00:00 AM,Train Passengers,1696,1047
US-Mexico Border,02/01/2008 12:00:00 AM,Trains,852,678
US-Mexico Border,02/01/2007 12:00:00 AM,Personal Vehicle Passengers,12722598,14517556
US-Mexico Border,02/01/2007 12:00:00 AM,Personal Vehicles,6476693,6517864
US-Mexico Border,02/01/2007 12:00:00 AM,Pedestrians,3742490,3715206
US-Canada Border,02/01/2007 12:00:00 AM,Personal Vehicle Passengers,3421337,4426526
US-Canada Border,02/01/2007 12:00:00 AM,Personal Vehicles,1804361,2154679
US-Canada Border,02/01/2007 12:00:00 AM,Trucks,514972,500232
US-Canada Border,02/01/2007 12:00:00 AM,Truck Containers Full,430045,364411
US-Mexico Border,02/01/2007 12:00:00 AM,Trucks,378824,373552
US-Mexico Border,02/01/2007 12:00:00 AM,Truck Containers Full,244817,228575
US-Mexico Border,02/01/2007 12:00:00 AM,Bus Passengers,209480,236168
US-Canada Border,02/01/2007 12:00:00 AM,Bus Passengers,191802,188512
US-Mexico Border,02/01/2007 12:00:00 AM,Truck Containers Empty,138774,137869
US-Canada Border,02/01/2007 12:00:00 AM,Rail Containers Full,99058,102199
US-Canada Border,02/01/2007 12:00:00 AM,Truck Containers Empty,78024,79457
